number,date,time,gender,age,accuracy,nationality1,accuracy,nationality2,accuracy,nationality3,accuracy,direction
24969,2024年11月10日,17:32,0,72,0.60,0,0.91,1,0.41,0,0.34,0.73
24970,2024年11月10日,17:33,1,32,0.96,0,0.07,1,0.90,1,0.31,0.75
24971,2024年11月10日,17:33,0,59,0.15,1,0.60,0,0.72,0,0.33,0.05
24972,2024年11月10日,17:34,0,7,0.26,1,0.13,0,0.97,1,0.79,0.99
24973,2024年11月10日,17:35,0,89,0.35,0,0.03,1,0.80,0,0.76,0.91
24974,2024年11月10日,17:35,0,22,0.76,0,0.97,1,0.91,1,0.09,0.73
24975,2024年11月10日,17:36,0,20,0.72,0,0.26,1,0.07,1,0.62,0.61
24976,2024年11月10日,17:36,1,56,0.93,0,0.46,1,0.47,1,0.92,0.28
24977,2024年11月10日,17:36,1,43,0.17,1,0.21,0,0.21,1,0.40,0.95
24978,2024年11月10日,17:37,0,18,0.53,0,0.93,1,0.85,0,0.19,0.18
24979,2024年11月10日,17:37,1,97,0.12,1,0.15,0,0.44,0,0.73,0.84
24980,2024年11月10日,17:37,0,6,0.22,1,0.18,0,0.56,0,0.84,0.25
24981,2024年11月10日,17:37,0,26,0.60,0,0.52,1,0.28,1,0.81,0.77
24982,2024年11月10日,17:37,1,59,0.06,1,0.23,0,0.21,1,0.40,0.78
24983,2024年11月10日,17:38,0,76,0.61,0,0.06,1,0.46,1,0.39,0.54
24984,2024年11月10日,17:39,0,26,0.40,0,0.98,1,0.72,0,0.70,0.22
24985,2024年11月10日,17:39,1,33,0.43,0,0.25,1,0.70,1,0.14,0.59
24986,2024年11月10日,17:39,0,72,0.78,0,0.67,1,0.85,0,0.23,0.03
24987,2024年11月10日,17:40,1,49,0.27,1,0.01,0,0.15,0,0.39,0.93
24988,2024年11月10日,17:40,1,51,0.94,0,0.38,1,0.84,0,0.93,0.15
24989,2024年11月10日,17:41,0,74,0.51,0,0.57,1,0.33,1,0.27,0.85
24990,2024年11月10日,17:41,1,86,0.61,0,0.73,1,0.36,0,0.53,0.22
24991,2024年11月10日,17:42,1,42,0.78,0,0.53,1,0.24,0,0.19,0.47
24992,2024年11月10日,17:43,0,99,0.58,0,0.78,1,0.55,0,0.75,0.35
24993,2024年11月10日,17:43,0,20,0.65,0,0.81,1,0.64,0,0.22,0.88
24994,2024年11月10日,17:44,0,46,0.81,0,0.24,1,0.02,0,0.99,0.37
24995,2024年11月10日,17:44,1,26,0.39,0,0.12,1,0.53,1,0.81,0.48
24996,2024年11月10日,17:45,0,24,0.32,0,0.24,1,0.44,0,0.99,0.26
24997,2024年11月10日,17:45,1,36,0.69,0,0.59,1,0.36,0,0.31,0.42
24998,2024年11月10日,17:46,1,2,0.82,0,0.82,1,0.76,0,0.31,0.63
24999,2024年11月10日,17:46,1,48,0.47,0,0.92,1,0.99,1,0.89,0.93
25000,2024年11月10日,17:47,0,28,0.07,1,0.97,0,0.07,0,0.16,0.77
25001,2024年11月10日,17:47,0,60,0.61,0,0.58,1,0.09,1,0.43,0.73
25002,2024年11月10日,17:47,0,0,0.61,0,0.27,1,0.90,1,0.06,0.29
25003,2024年11月10日,17:47,1,28,0.67,0,0.83,1,0.80,0,0.21,0.86
25004,2024年11月10日,17:48,0,68,0.21,1,0.80,0,0.19,0,0.63,0.87
25005,2024年11月10日,17:49,0,30,0.86,0,0.46,1,0.59,1,0.01,0.19
25006,2024年11月10日,17:49,1,84,0.58,0,0.42,1,0.24,0,0.30,0.45
25007,2024年11月10日,17:49,0,81,0.22,1,0.14,0,0.13,0,0.76,0.42
25008,2024年11月10日,17:49,1,18,0.99,0,0.08,1,0.26,1,0.06,0.77
25009,2024年11月10日,17:51,0,88,0.14,1,0.42,0,0.63,0,0.89,0.99
25010,2024年11月10日,17:51,1,52,0.57,0,0.45,1,0.20,1,0.23,0.64
25011,2024年11月10日,17:52,0,97,0.54,0,0.27,1,0.10,0,0.48,0.10
25012,2024年11月10日,17:52,1,58,0.83,0,0.36,1,0.91,1,0.41,0.83
25013,2024年11月10日,17:52,1,81,0.51,0,0.54,1,0.85,0,0.13,0.14
25014,2024年11月10日,17:55,0,7,0.17,1,0.54,0,0.63,0,0.83,0.54
25015,2024年11月10日,17:55,1,14,0.90,0,0.46,1,0.42,0,0.82,0.63
25016,2024年11月10日,17:55,1,50,0.17,1,0.24,0,0.29,1,0.99,0.81
25017,2024年11月10日,17:56,0,85,0.60,0,0.61,1,0.79,1,0.32,0.04
25018,2024年11月10日,17:56,1,83,0.01,1,0.36,0,0.68,0,0.39,0.56
25019,2024年11月10日,17:56,1,79,0.26,1,0.77,0,0.83,0,0.97,0.51
25020,2024年11月10日,17:56,0,24,0.64,0,0.21,1,0.82,0,0.40,0.70
25021,2024年11月10日,17:58,0,46,0.67,0,0.69,1,0.03,1,0.19,0.67
25022,2024年11月10日,17:58,0,26,0.57,0,0.43,1,0.54,1,0.33,0.13
25023,2024年11月10日,17:58,1,92,0.30,1,0.23,0,0.26,1,0.24,0.53
25024,2024年11月10日,17:59,0,75,0.85,0,0.75,1,0.83,0,0.66,0.99
25025,2024年11月10日,18:00,0,83,0.22,1,0.11,0,0.10,0,0.81,0.86
25026,2024年11月10日,18:00,0,27,0.01,1,0.83,0,0.29,0,0.50,0.42
25027,2024年11月10日,18:00,0,5,0.53,0,0.74,1,0.14,1,0.96,0.12
25028,2024年11月10日,18:01,1,70,0.82,0,0.19,1,0.01,0,0.84,0.94
25029,2024年11月10日,18:01,0,22,0.09,1,0.82,0,0.61,1,0.96,0.24
25030,2024年11月10日,18:01,1,17,0.28,1,0.53,0,0.18,1,0.75,0.50
25031,2024年11月10日,18:02,0,3,0.88,0,0.44,1,0.56,1,0.86,0.33
25032,2024年11月10日,18:02,0,8,0.40,0,0.32,1,0.36,1,0.23,0.52
25033,2024年11月10日,18:02,1,89,0.98,0,1.00,1,0.29,0,0.81,0.27
25034,2024年11月10日,18:06,1,31,0.14,1,0.58,0,0.87,0,0.19,0.38
25035,2024年11月10日,18:06,0,63,0.93,0,0.75,1,0.47,0,0.57,0.69
25036,2024年11月10日,18:07,0,24,0.33,0,0.90,1,0.41,1,0.27,0.60
25037,2024年11月10日,18:07,0,7,0.31,0,0.34,1,0.41,1,0.34,0.37
25038,2024年11月10日,18:08,1,73,0.25,1,0.67,0,0.47,0,0.10,0.49
25039,2024年11月10日,18:09,1,24,0.79,0,0.04,1,0.18,0,0.04,0.80
25040,2024年11月10日,18:10,0,20,0.52,0,0.35,1,0.26,0,0.39,0.71
25041,2024年11月10日,18:11,1,4,0.32,0,0.01,1,0.62,0,0.13,0.56
25042,2024年11月10日,18:12,0,26,0.65,0,0.35,1,0.15,0,0.11,0.58
25043,2024年11月10日,18:13,1,26,0.34,0,0.92,1,0.61,0,0.55,0.26
25044,2024年11月10日,18:14,0,90,0.29,1,0.79,0,0.49,0,0.75,0.73
25045,2024年11月10日,18:14,0,22,0.59,0,0.87,1,0.99,1,0.32,0.23
25046,2024年11月10日,18:15,0,80,0.90,0,0.66,1,0.41,0,0.06,0.35
25047,2024年11月10日,18:15,1,16,0.16,1,0.80,0,0.63,0,0.15,0.95
25048,2024年11月10日,18:16,0,10,0.65,0,0.35,1,0.52,0,0.24,0.34
25049,2024年11月10日,18:17,0,31,0.29,1,0.08,0,0.01,0,0.77,1.00
25050,2024年11月10日,18:18,1,18,0.76,0,0.73,1,0.62,1,0.12,0.63
25051,2024年11月10日,18:18,0,81,0.93,0,0.52,1,0.89,1,0.81,0.86
25052,2024年11月10日,18:19,0,0,0.45,0,0.79,1,0.06,0,0.22,0.49
25053,2024年11月10日,18:19,0,29,0.95,0,0.69,1,0.81,1,0.59,0.06
25054,2024年11月10日,18:20,1,89,0.92,0,0.87,1,0.29,0,0.12,0.47
25055,2024年11月10日,18:21,0,20,0.11,1,0.93,0,0.40,1,0.14,0.58
25056,2024年11月10日,18:21,0,4,0.66,0,0.36,1,0.29,1,0.49,0.62
25057,2024年11月10日,18:21,1,73,0.65,0,0.94,1,0.01,1,0.72,0.13
25058,2024年11月10日,18:23,0,83,0.20,1,0.61,0,0.06,1,0.76,0.68
25059,2024年11月10日,18:26,1,86,0.26,1,0.63,0,0.45,1,0.81,0.88
25060,2024年11月10日,18:26,1,17,0.02,1,0.39,0,0.77,0,0.71,0.18
25061,2024年11月10日,18:27,0,99,0.58,0,0.20,1,0.73,1,0.65,0.63
25062,2024年11月10日,18:27,0,15,0.00,1,0.93,0,0.80,0,0.47,0.59
25063,2024年11月10日,18:27,0,1,0.87,0,0.61,1,0.55,0,0.67,0.02
25064,2024年11月10日,18:28,0,25,0.13,1,0.28,0,0.49,0,0.25,0.27
25065,2024年11月10日,18:29,1,36,0.03,1,0.40,0,0.79,1,0.42,0.26
25066,2024年11月10日,18:29,0,13,0.13,1,0.62,0,0.38,1,0.25,0.35
25067,2024年11月10日,18:29,1,75,0.82,0,0.73,1,0.03,1,0.39,0.62
25068,2024年11月10日,18:30,0,17,0.99,0,0.28,1,0.19,0,0.81,0.98
25069,2024年11月10日,18:30,0,85,0.47,0,0.74,1,0.87,1,0.51,0.19
25070,2024年11月10日,18:31,1,27,0.13,1,0.07,0,1.00,1,0.76,0.96
25071,2024年11月10日,18:31,1,65,0.38,0,0.47,1,0.05,1,0.73,0.24
25072,2024年11月10日,18:31,1,77,0.45,0,0.09,1,0.57,1,0.13,0.76
25073,2024年11月10日,18:32,0,64,0.51,0,0.84,1,0.51,0,0.65,0.31
25074,2024年11月10日,18:32,0,12,0.15,1,0.03,0,0.30,0,0.65,0.01
25075,2024年11月10日,18:34,1,76,0.41,0,0.37,1,0.13,0,0.57,0.12
25076,2024年11月10日,18:36,0,65,0.67,0,0.94,1,0.72,0,0.15,0.81
25077,2024年11月10日,18:38,0,90,0.19,1,0.49,0,0.10,0,0.27,0.45
25078,2024年11月10日,18:39,0,91,0.93,0,0.09,1,0.80,1,0.87,0.46
25079,2024年11月10日,18:39,0,47,0.09,1,0.81,0,0.99,0,0.06,0.75
25080,2024年11月10日,18:39,0,52,0.78,0,0.25,1,0.65,1,0.61,0.67
25081,2024年11月10日,18:40,0,30,0.65,0,0.84,1,0.34,0,0.81,0.55
25082,2024年11月10日,18:41,1,61,0.42,0,0.91,1,0.54,1,0.48,0.99
25083,2024年11月10日,18:42,0,85,0.92,0,0.28,1,0.04,1,0.11,0.74
25084,2024年11月10日,18:44,1,8,0.63,0,0.68,1,0.97,1,0.85,0.51
25085,2024年11月10日,18:45,1,73,0.90,0,0.40,1,0.84,0,0.26,0.09
25086,2024年11月10日,18:45,0,68,0.67,0,0.10,1,0.01,1,0.41,0.08
25087,2024年11月10日,18:45,1,55,0.44,0,0.71,1,0.07,0,0.93,0.70
25088,2024年11月10日,18:46,1,96,0.09,1,0.98,0,0.30,0,0.90,0.21
25089,2024年11月10日,18:46,1,16,0.97,0,0.25,1,0.22,0,0.07,0.54
25090,2024年11月10日,18:47,0,93,0.15,1,0.15,0,0.75,0,0.66,0.96
25091,2024年11月10日,18:47,0,46,0.49,0,0.85,1,1.00,0,0.96,0.31
25092,2024年11月10日,18:48,0,1,0.90,0,0.43,1,0.21,1,0.15,0.68
25093,2024年11月10日,18:48,0,78,0.79,0,0.55,1,0.66,1,0.11,0.93
25094,2024年11月10日,18:49,1,65,0.15,1,0.81,0,0.81,1,0.26,0.55
25095,2024年11月10日,18:49,0,97,0.61,0,0.58,1,0.49,1,0.60,0.08
25096,2024年11月10日,18:50,1,77,0.28,1,1.00,0,0.13,0,0.34,0.55
25097,2024年11月10日,18:50,0,7,0.20,1,0.71,0,0.61,0,0.54,0.35
25098,2024年11月10日,18:50,1,82,0.27,1,0.12,0,0.41,0,0.31,0.69
25099,2024年11月10日,18:51,1,43,0.84,0,0.15,1,0.02,1,0.32,0.22
25100,2024年11月10日,18:51,0,31,0.46,0,0.61,1,0.43,0,0.84,0.16
25101,2024年11月10日,18:52,1,52,0.66,0,0.25,1,0.52,1,0.99,0.79
25102,2024年11月10日,18:53,1,4,0.37,0,0.95,1,0.49,0,0.10,0.07
25103,2024年11月10日,18:54,0,5,0.28,1,0.16,0,0.51,1,0.20,0.76
25104,2024年11月10日,18:55,1,91,0.92,0,0.64,1,0.63,0,0.97,0.39
25105,2024年11月10日,18:56,0,18,0.25,1,0.12,0,0.71,0,0.78,0.69
25106,2024年11月10日,18:57,0,12,0.97,0,0.54,1,0.26,1,0.00,0.92
25107,2024年11月10日,18:58,0,25,0.18,1,0.91,0,0.03,0,0.51,0.60
25108,2024年11月10日,18:59,0,91,0.71,0,0.97,1,0.28,0,0.01,0.49
25109,2024年11月10日,18:59,0,83,0.98,0,0.95,1,0.40,0,0.54,0.21
25110,2024年11月10日,18:59,1,23,0.92,0,0.24,1,0.52,0,0.59,0.96
25111,2024年11月10日,18:59,1,42,0.01,1,0.45,0,0.68,1,0.86,0.40
25112,2024年11月10日,19:01,0,50,0.03,1,0.26,0,0.87,0,0.91,0.13
25113,2024年11月10日,19:01,1,9,0.94,0,0.89,1,0.99,1,0.85,0.42
25114,2024年11月10日,19:02,0,90,0.71,0,0.54,1,0.89,0,0.22,0.27
25115,2024年11月10日,19:02,0,65,0.35,0,0.51,1,0.83,0,0.66,0.40
25116,2024年11月10日,19:02,0,20,0.85,0,0.99,1,0.41,0,0.53,0.99
25117,2024年11月10日,19:05,1,46,0.30,1,0.43,0,0.87,0,1.00,0.56
25118,2024年11月10日,19:05,0,80,0.55,0,0.67,1,0.91,1,0.22,0.01
25119,2024年11月10日,19:06,0,42,0.94,0,0.39,1,0.75,1,0.48,0.09
25120,2024年11月10日,19:06,0,16,0.09,1,0.51,0,0.16,0,0.64,0.66
25121,2024年11月10日,19:07,0,22,0.80,0,0.89,1,0.12,1,0.68,0.07
25122,2024年11月10日,19:08,0,27,0.59,0,0.85,1,0.62,0,0.45,0.34
25123,2024年11月10日,19:09,0,58,0.23,1,0.47,0,0.78,0,0.36,0.76
25124,2024年11月10日,19:10,1,11,0.58,0,0.91,1,0.24,0,0.50,0.40
25125,2024年11月10日,19:10,1,8,0.63,0,0.05,1,0.26,1,0.75,0.61
25126,2024年11月10日,19:12,0,0,0.88,0,0.11,1,0.25,0,0.61,0.45
25127,2024年11月10日,19:12,0,88,0.07,1,0.97,0,0.79,1,0.54,0.64
25128,2024年11月10日,19:12,0,9,0.25,1,0.80,0,0.10,0,0.85,0.08
25129,2024年11月10日,19:12,0,35,0.25,1,0.63,0,0.86,1,0.53,0.15
25130,2024年11月10日,19:13,0,24,0.92,0,0.79,1,0.81,0,0.51,0.80
25131,2024年11月10日,19:15,1,57,0.03,1,0.93,0,0.91,0,0.04,0.88
25132,2024年11月10日,19:15,1,96,0.57,0,0.71,1,0.20,0,0.50,0.41
25133,2024年11月10日,19:15,1,40,0.56,0,0.06,1,0.96,1,0.14,0.00
25134,2024年11月10日,19:16,1,83,0.48,0,0.57,1,0.36,1,0.18,0.49
25135,2024年11月10日,19:17,0,4,0.13,1,0.56,0,0.81,0,0.38,0.80
25136,2024年11月10日,19:17,0,12,0.24,1,0.93,0,0.28,1,0.62,0.96
25137,2024年11月10日,19:17,0,13,0.90,0,0.83,1,0.49,0,0.79,0.43
25138,2024年11月10日,19:17,1,46,0.56,0,0.59,1,0.97,0,0.63,0.40
25139,2024年11月10日,19:18,1,65,0.43,0,0.17,1,0.07,1,0.07,0.45
25140,2024年11月10日,19:18,1,13,0.70,0,0.84,1,0.92,1,0.59,0.45
25141,2024年11月10日,19:19,1,92,0.76,0,0.54,1,0.34,0,0.11,0.99
25142,2024年11月10日,19:20,1,20,0.73,0,0.82,1,0.65,1,0.64,0.70
25143,2024年11月10日,19:21,1,15,0.61,0,0.14,1,0.89,0,0.29,0.17
25144,2024年11月10日,19:22,1,26,0.92,0,0.92,1,0.93,1,0.86,0.84
25145,2024年11月10日,19:23,1,20,0.85,0,0.62,1,0.18,0,0.80,0.24
25146,2024年11月10日,19:23,0,9,0.17,1,0.71,0,0.70,1,0.61,0.99
25147,2024年11月10日,19:24,1,74,1.00,0,0.63,1,0.87,1,0.77,0.58
25148,2024年11月10日,19:24,0,5,0.84,0,0.11,1,0.03,1,0.77,0.96
25149,2024年11月10日,19:24,0,78,0.62,0,0.28,1,0.27,0,0.36,0.67
25150,2024年11月10日,19:25,0,48,0.08,1,0.36,0,0.83,0,0.90,0.58
25151,2024年11月10日,19:27,1,86,0.52,0,0.76,1,0.48,0,0.79,0.20
25152,2024年11月10日,19:27,1,54,0.43,0,0.45,1,0.23,0,0.69,0.72
25153,2024年11月10日,19:27,1,57,0.38,0,0.67,1,0.64,1,0.45,0.50
25154,2024年11月10日,19:27,0,54,0.92,0,0.22,1,0.90,0,0.21,0.25
25155,2024年11月10日,19:29,0,77,0.04,1,0.92,0,0.41,1,0.20,0.94
25156,2024年11月10日,19:30,0,8,0.25,1,0.87,0,0.17,1,0.21,0.10
25157,2024年11月10日,19:30,1,42,0.89,0,0.84,1,0.63,0,0.57,0.88
25158,2024年11月10日,19:32,1,85,0.45,0,0.21,1,0.38,0,0.27,0.68
25159,2024年11月10日,19:32,1,41,0.11,1,0.99,0,0.96,1,0.52,0.58
25160,2024年11月10日,19:32,0,98,0.50,0,0.05,1,0.92,1,0.16,0.12
25161,2024年11月10日,19:34,0,8,0.02,1,0.85,0,0.16,1,0.33,0.04
25162,2024年11月10日,19:37,0,52,0.86,0,0.77,1,0.67,0,0.17,0.07
25163,2024年11月10日,19:38,1,5,0.38,0,0.07,1,0.93,0,0.52,0.42
25164,2024年11月10日,19:38,0,37,0.06,1,0.49,0,0.28,0,0.61,0.20
25165,2024年11月10日,19:39,1,80,0.67,0,0.14,1,0.02,1,0.57,0.13
25166,2024年11月10日,19:40,0,55,0.09,1,0.94,0,0.20,0,0.24,0.31
25167,2024年11月10日,19:40,1,54,0.08,1,0.81,0,0.13,0,0.87,0.52
25168,2024年11月10日,19:42,1,20,0.35,0,0.31,1,0.41,0,0.51,0.06
25169,2024年11月10日,19:43,0,46,0.25,1,0.24,0,0.72,1,0.71,0.40
25170,2024年11月10日,19:44,1,24,0.62,0,0.12,1,0.01,1,0.19,0.16
25171,2024年11月10日,19:44,0,73,0.96,0,0.07,1,0.22,1,0.15,0.19
25172,2024年11月10日,19:45,1,80,0.07,1,0.51,0,0.32,1,0.94,0.52
25173,2024年11月10日,19:46,1,13,0.18,1,0.59,0,0.43,1,0.39,0.38
25174,2024年11月10日,19:49,1,68,0.36,0,0.81,1,0.11,0,0.18,0.90
25175,2024年11月10日,19:50,0,79,0.40,0,0.83,1,0.16,1,0.71,0.50
25176,2024年11月10日,19:50,0,72,0.82,0,0.18,1,0.52,0,0.22,0.08
25177,2024年11月10日,19:51,0,91,0.39,0,0.16,1,0.54,1,0.85,0.01
25178,2024年11月10日,19:51,1,3,0.64,0,0.55,1,0.40,1,0.07,0.54
25179,2024年11月10日,19:53,0,89,0.36,0,0.29,1,0.73,0,0.12,0.02
25180,2024年11月10日,19:54,1,82,0.30,0,0.60,1,0.07,0,0.96,0.09
25181,2024年11月10日,19:54,0,94,0.68,0,0.63,1,0.35,1,0.98,0.58
25182,2024年11月10日,19:54,1,25,0.91,0,0.25,1,0.43,0,0.62,0.05
25183,2024年11月10日,19:54,1,90,0.19,1,0.28,0,0.51,0,0.02,0.24
25184,2024年11月10日,19:55,1,77,0.02,1,0.65,0,0.19,0,0.62,0.35
25185,2024年11月10日,19:55,1,63,0.15,1,0.59,0,0.10,0,0.87,0.17
25186,2024年11月10日,19:55,1,83,0.25,1,0.92,0,0.45,1,0.98,0.16
25187,2024年11月10日,19:55,1,21,0.15,1,0.13,0,0.75,0,0.76,0.13
25188,2024年11月10日,19:56,1,85,0.50,0,0.17,1,0.99,0,0.79,0.56
25189,2024年11月10日,19:56,1,62,0.90,0,0.12,1,0.48,0,0.52,0.74
25190,2024年11月10日,19:58,1,79,0.47,0,0.23,1,0.36,1,0.90,0.04
25191,2024年11月10日,19:58,0,27,0.46,0,0.82,1,0.08,1,0.42,0.13
25192,2024年11月10日,19:59,1,53,0.82,0,0.01,1,0.60,0,0.03,0.35
25193,2024年11月10日,20:00,0,64,0.07,1,0.35,0,0.67,1,0.45,0.84
25194,2024年11月10日,20:00,1,55,0.36,0,0.48,1,0.07,0,0.46,0.01
25195,2024年11月10日,20:01,0,19,0.83,0,0.10,1,0.11,0,0.17,0.02
25196,2024年11月10日,20:01,1,97,0.94,0,0.65,1,0.14,1,0.94,0.31
25197,2024年11月10日,20:02,0,73,0.14,1,0.19,0,0.54,0,0.60,0.67
25198,2024年11月10日,20:02,0,54,0.62,0,0.74,1,0.94,1,0.31,0.47
25199,2024年11月10日,20:02,1,76,0.59,0,0.67,1,0.15,0,0.18,0.50
25200,2024年11月10日,20:02,1,18,0.83,0,0.17,1,0.33,0,0.70,0.90
25201,2024年11月10日,20:03,1,28,0.45,0,0.90,1,0.83,0,0.47,0.82
25202,2024年11月10日,20:03,0,42,0.77,0,0.08,1,0.19,0,0.98,0.28
25203,2024年11月10日,20:03,1,71,0.53,0,0.37,1,0.56,0,0.65,0.71
25204,2024年11月10日,20:04,0,13,0.83,0,0.49,1,0.45,1,0.00,0.90
25205,2024年11月10日,20:04,0,76,0.47,0,0.98,1,0.85,0,0.89,0.29
25206,2024年11月10日,20:05,1,50,0.04,1,0.36,0,0.17,0,0.73,0.71
25207,2024年11月10日,20:05,0,25,0.28,1,0.18,0,0.26,0,0.66,0.42
25208,2024年11月10日,20:06,0,44,0.22,1,0.36,0,0.73,0,0.20,0.56
25209,2024年11月10日,20:06,1,27,0.59,0,0.78,1,0.67,1,0.14,0.36
25210,2024年11月10日,20:06,1,9,0.37,0,0.51,1,0.92,1,0.73,0.02
25211,2024年11月10日,20:07,1,60,0.85,0,0.44,1,0.98,1,0.96,0.42
25212,2024年11月10日,20:08,0,83,0.79,0,0.86,1,0.61,1,0.62,0.67
25213,2024年11月10日,20:10,0,20,0.71,0,0.19,1,0.40,0,0.19,0.31
25214,2024年11月10日,20:11,0,65,0.98,0,0.35,1,0.03,1,0.70,0.03
25215,2024年11月10日,20:11,0,87,0.17,1,0.47,0,0.48,1,0.35,0.51
25216,2024年11月10日,20:12,0,70,0.11,1,0.07,0,0.45,0,0.47,0.15
25217,2024年11月10日,20:15,1,42,0.91,0,0.62,1,0.87,1,0.33,0.13
25218,2024年11月10日,20:15,0,52,0.99,0,0.43,1,0.32,1,0.25,0.81
25219,2024年11月10日,20:16,1,82,0.30,1,0.17,0,0.39,0,0.17,0.15
25220,2024年11月10日,20:16,1,9,0.60,0,0.69,1,0.30,0,0.49,0.18
25221,2024年11月10日,20:16,1,29,0.02,1,0.43,0,0.59,1,0.64,0.90
25222,2024年11月10日,20:20,1,55,0.90,0,0.33,1,0.53,0,0.22,0.08
25223,2024年11月10日,20:22,0,2,0.67,0,0.84,1,0.49,0,0.62,0.82
25224,2024年11月10日,20:24,0,47,0.15,1,0.13,0,0.59,1,0.57,0.34
25225,2024年11月10日,20:25,0,66,0.56,0,0.95,1,0.39,0,0.05,0.98
25226,2024年11月10日,20:25,1,63,0.08,1,0.54,0,0.01,0,0.36,0.43
25227,2024年11月10日,20:25,0,85,0.38,0,0.54,1,0.96,0,0.51,0.95
25228,2024年11月10日,20:26,1,63,0.22,1,0.62,0,0.60,0,0.37,0.57
25229,2024年11月10日,20:26,1,29,0.92,0,0.00,1,0.47,0,0.61,0.54
25230,2024年11月10日,20:26,0,79,0.46,0,0.62,1,0.79,1,0.15,0.64
25231,2024年11月10日,20:27,1,17,0.30,0,0.61,1,0.42,0,0.04,0.86
25232,2024年11月10日,20:27,1,70,0.29,1,0.04,0,0.41,0,0.65,0.41
25233,2024年11月10日,20:27,0,42,0.77,0,0.80,1,0.27,1,0.65,0.36
25234,2024年11月10日,20:28,1,61,0.15,1,0.85,0,0.02,0,0.43,0.38
25235,2024年11月10日,20:28,0,9,0.62,0,0.63,1,0.11,0,0.49,0.14
25236,2024年11月10日,20:28,1,78,0.26,1,0.48,0,0.35,0,0.39,0.03
25237,2024年11月10日,20:29,0,20,0.95,0,0.68,1,0.34,0,0.42,0.64
25238,2024年11月10日,20:29,1,59,0.95,0,0.37,1,0.48,1,0.06,0.92
25239,2024年11月10日,20:30,1,42,0.73,0,0.83,1,0.25,1,0.80,0.34
25240,2024年11月10日,20:30,1,74,0.17,1,0.14,0,0.21,1,0.73,1.00
25241,2024年11月10日,20:30,0,84,0.29,1,0.88,0,0.39,1,0.58,0.68
25242,2024年11月10日,20:30,1,41,0.03,1,0.84,0,0.81,1,0.83,0.57
25243,2024年11月10日,20:30,1,7,0.41,0,0.23,1,0.77,0,0.66,0.76
25244,2024年11月10日,20:31,1,93,0.52,0,0.47,1,0.74,0,0.44,0.99
25245,2024年11月10日,20:31,0,6,0.79,0,0.11,1,0.94,1,0.46,0.69
25246,2024年11月10日,20:33,1,18,0.97,0,0.82,1,0.48,1,0.82,0.32
25247,2024年11月10日,20:33,0,23,0.97,0,0.29,1,0.80,1,0.03,0.63
25248,2024年11月10日,20:33,1,6,0.98,0,0.04,1,0.63,1,0.86,0.71
25249,2024年11月10日,20:35,0,73,0.23,1,0.98,0,0.98,0,0.35,0.79
25250,2024年11月10日,20:36,0,91,0.78,0,0.84,1,0.49,1,0.04,0.75
25251,2024年11月10日,20:36,0,69,0.59,0,0.97,1,0.99,0,0.82,0.38
25252,2024年11月10日,20:37,0,60,0.39,0,0.01,1,0.11,0,0.38,0.14
25253,2024年11月10日,20:38,0,87,0.41,0,0.41,1,0.22,1,0.64,0.20
25254,2024年11月10日,20:38,0,73,0.86,0,0.29,1,0.30,0,0.83,0.26
25255,2024年11月10日,20:39,0,24,0.73,0,0.14,1,0.05,0,0.55,0.07
25256,2024年11月10日,20:39,0,28,0.61,0,0.59,1,0.26,1,0.29,0.08
25257,2024年11月10日,20:39,1,45,0.37,0,0.69,1,0.30,1,0.44,0.68
25258,2024年11月10日,20:39,0,58,0.13,1,0.70,0,0.51,1,0.73,0.41
25259,2024年11月10日,20:41,0,9,0.35,0,0.64,1,0.55,1,0.81,0.76
25260,2024年11月10日,20:42,0,40,0.65,0,0.45,1,0.18,0,0.76,0.04
25261,2024年11月10日,20:42,1,69,0.17,1,0.21,0,0.75,0,0.97,0.82
25262,2024年11月10日,20:43,1,37,0.92,0,0.64,1,0.56,0,0.41,0.29
25263,2024年11月10日,20:43,1,12,0.71,0,0.16,1,0.76,0,0.96,0.25
25264,2024年11月10日,20:43,0,12,0.46,0,0.53,1,0.88,0,0.31,0.96
25265,2024年11月10日,20:43,1,10,0.80,0,0.68,1,0.38,1,0.85,0.76
25266,2024年11月10日,20:44,0,39,0.01,1,0.17,0,0.72,1,0.06,0.20
25267,2024年11月10日,20:45,0,31,0.69,0,0.69,1,0.54,0,0.14,0.09
25268,2024年11月10日,20:45,1,49,0.49,0,0.67,1,0.32,1,0.49,0.74
25269,2024年11月10日,20:46,1,51,0.61,0,0.58,1,0.39,1,0.56,0.35
25270,2024年11月10日,20:46,0,56,0.24,1,0.84,0,0.28,0,0.38,0.40
25271,2024年11月10日,20:47,0,16,0.92,0,0.56,1,0.43,1,0.18,0.90
25272,2024年11月10日,20:50,0,38,0.77,0,0.76,1,0.07,0,0.48,0.27
25273,2024年11月10日,20:50,0,62,0.82,0,0.42,1,0.95,1,0.46,0.90
25274,2024年11月10日,20:51,1,63,0.10,1,0.46,0,0.70,0,0.67,0.34
25275,2024年11月10日,20:51,1,25,0.02,1,0.98,0,0.95,1,0.95,0.32
25276,2024年11月10日,20:51,0,60,0.33,0,0.72,1,0.81,1,0.00,0.83
25277,2024年11月10日,20:52,0,99,0.71,0,0.59,1,0.91,1,0.26,0.35
25278,2024年11月10日,20:52,1,17,0.51,0,0.03,1,0.05,0,0.90,0.30
